Dates,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
12/17/2016,0,0,21,0,5,11,17,0,36,6,15,0,50,8,12,25,0,19,18,0,26,15,25,11,34,11,0,0,21,0,6,0,14,16,0,0,23,0,10,0,17,100,31,6,47,0,0,0,0,25,0
12/18/2016,18,0,32,33,8,11,25,0,18,9,12,47,49,11,11,49,24,29,36,0,26,17,16,11,35,22,0,34,22,100,13,43,12,8,0,12,23,15,17,55,17,98,25,10,23,0,18,8,55,24,0
12/19/2016,43,0,36,34,10,17,16,0,71,9,16,0,0,13,18,25,0,20,57,55,21,33,9,15,37,23,0,46,24,51,11,45,14,21,0,17,24,31,18,57,17,100,37,12,46,0,12,0,0,24,0
12/20/2016,16,0,14,30,8,16,14,0,23,7,18,41,0,12,10,22,44,17,16,0,23,13,9,19,47,20,72,30,20,44,9,38,9,13,0,16,21,0,17,50,22,87,25,12,59,0,13,15,100,10,0
12/21/2016,16,100,13,30,9,29,28,0,0,9,19,0,0,11,18,22,23,26,16,0,14,11,6,10,48,20,0,0,20,0,6,38,10,28,0,7,0,20,12,51,30,87,22,7,39,0,21,15,100,21,0
12/22/2016,23,0,34,0,6,0,24,77,17,12,18,44,46,11,19,25,0,19,0,56,16,24,6,11,34,17,0,33,21,50,12,40,9,19,0,10,0,21,10,0,0,100,31,11,0,0,19,12,54,24,0
12/23/2016,42,0,23,0,7,0,40,94,44,8,13,0,55,13,0,31,29,34,0,69,26,9,8,14,0,14,100,40,37,0,23,48,6,13,0,12,0,24,13,0,0,0,13,7,26,0,20,9,66,15,0
12/24/2016,0,0,19,0,7,14,22,100,0,9,11,0,0,5,0,33,0,0,0,0,14,10,0,15,43,15,0,0,25,0,8,51,11,14,0,8,0,0,7,0,0,0,13,9,0,0,18,10,67,16,0
12/25/2016,22,0,0,42,8,14,67,100,27,7,0,0,59,6,0,0,0,24,0,0,14,16,8,15,87,22,0,0,52,63,16,52,14,17,0,8,0,36,10,78,0,0,14,11,31,0,9,0,0,49,0
12/26/2016,17,0,15,0,3,11,34,0,40,15,7,45,0,11,12,26,25,19,18,0,28,8,12,12,0,15,0,34,35,48,9,0,14,15,0,8,0,14,7,0,21,100,21,14,23,0,15,16,53,31,0
12/27/2016,37,0,30,0,13,24,49,0,27,23,31,65,0,22,18,50,49,45,43,0,21,38,19,25,0,25,0,100,0,0,19,61,16,34,0,21,33,20,15,86,31,0,20,15,44,0,31,12,79,49,0
12/28/2016,11,0,22,20,9,7,11,50,0,8,16,28,31,8,16,17,16,41,22,35,14,15,7,7,22,10,0,22,13,30,21,26,6,17,0,10,22,9,14,0,23,0,20,9,28,67,18,8,0,21,100
12/29/2016,22,0,23,31,6,10,16,0,17,11,15,0,47,15,12,25,0,53,34,54,26,27,6,11,65,22,0,33,20,0,12,59,11,18,0,16,0,14,10,0,23,100,24,13,31,97,9,18,50,41,0
12/30/2016,16,0,33,31,3,0,17,0,0,4,20,0,0,7,12,0,24,27,43,0,11,15,18,11,65,15,0,0,0,0,13,59,7,15,0,6,0,0,12,0,20,100,10,12,42,0,20,15,50,18,0
12/31/2016,21,0,21,43,6,14,23,0,25,6,11,0,62,7,15,34,33,35,23,0,15,10,8,15,43,15,0,45,34,0,14,52,8,19,0,12,0,19,14,0,20,0,13,12,29,0,32,10,100,17,0
1/1/2017,32,0,26,42,7,14,68,0,53,15,16,60,61,14,23,32,65,47,0,0,29,21,11,45,0,25,100,45,0,0,17,0,11,26,0,19,0,0,24,0,38,0,26,11,44,0,18,10,67,16,0
1/2/2017,83,0,35,80,10,14,32,0,75,20,31,61,0,20,15,31,31,47,22,0,34,20,24,15,0,34,100,0,53,62,13,54,17,46,0,16,57,37,27,74,19,0,44,21,43,0,20,10,69,45,0
1/3/2017,21,0,7,26,5,9,7,0,8,10,16,40,0,4,7,0,15,21,8,23,9,11,4,8,0,6,100,15,9,0,7,35,8,11,0,10,23,6,14,0,6,0,16,8,14,46,10,8,0,14,0
1/4/2017,36,0,26,0,18,28,34,81,19,18,20,50,50,19,31,0,25,57,19,58,51,35,27,20,36,20,84,38,0,52,20,88,19,37,0,25,24,23,26,89,57,100,48,12,76,0,19,20,57,21,0
1/5/2017,12,0,11,0,7,11,28,0,12,8,11,32,0,10,24,0,16,31,12,0,14,10,13,8,23,15,0,24,14,0,4,28,8,20,0,12,23,10,13,56,21,0,32,9,59,77,16,11,0,21,100
1/6/2017,11,0,16,22,6,15,19,0,19,7,8,0,30,6,11,34,17,25,12,0,7,9,9,8,33,13,56,24,14,33,9,0,6,18,71,10,15,20,11,0,31,68,14,11,24,77,11,27,35,25,100
1/7/2017,0,72,16,0,7,7,22,0,13,9,10,29,0,12,23,16,16,23,23,0,7,10,6,7,21,8,0,22,0,0,8,27,7,6,67,8,14,9,3,0,10,67,20,7,14,0,0,7,100,28,0
1/8/2017,15,100,17,81,8,18,29,0,33,10,24,40,37,12,10,0,41,0,15,0,24,20,25,19,57,15,0,29,0,0,9,54,11,24,87,10,19,23,9,0,22,0,15,12,37,0,18,23,89,16,0
1/9/2017,10,0,20,36,9,25,10,0,14,12,15,0,26,13,13,14,0,11,16,32,12,12,13,9,59,11,48,100,12,45,14,26,9,30,0,18,40,8,18,0,27,0,21,10,50,0,16,8,31,29,87
1/10/2017,23,79,25,21,12,11,24,0,25,14,33,0,61,6,28,17,17,26,12,0,19,16,9,23,23,8,56,23,15,0,21,0,13,25,0,15,16,0,22,0,38,67,22,12,44,0,10,6,0,17,100
1/11/2017,30,100,33,27,11,19,15,70,16,12,25,41,0,16,13,65,0,22,15,49,16,31,18,17,29,17,0,30,0,44,17,0,14,34,0,16,30,12,14,0,14,0,18,23,62,0,20,7,47,29,0
1/12/2017,29,0,35,26,8,16,15,0,16,12,16,0,0,17,19,22,21,16,25,48,25,15,13,20,58,10,0,29,18,44,21,0,17,19,0,19,19,12,12,48,21,0,24,15,49,100,12,19,47,32,0
1/13/2017,32,0,27,28,8,17,16,0,18,12,18,0,41,15,14,0,33,33,16,0,24,11,11,16,47,10,0,31,19,46,14,58,14,11,95,13,0,17,13,0,29,0,13,4,59,100,9,20,0,35,0
1/14/2017,0,100,13,43,5,10,16,0,0,5,14,40,40,13,0,0,20,0,16,49,19,7,11,32,61,10,0,0,0,0,9,36,8,8,0,11,19,12,12,51,29,0,9,14,20,92,6,21,0,23,0
1/15/2017,21,100,9,0,8,9,15,69,0,11,11,0,39,16,24,53,0,33,16,49,19,7,9,21,61,30,73,0,19,42,14,73,14,20,0,23,19,0,15,51,33,0,23,13,40,90,8,11,46,16,0
1/16/2017,17,0,7,41,8,12,27,52,15,9,13,32,60,15,13,16,16,25,18,0,22,20,10,8,34,17,55,22,15,0,10,28,9,18,0,15,30,9,14,38,32,0,19,10,30,0,11,6,35,16,100
1/17/2017,0,0,33,73,17,13,20,0,25,21,20,57,53,19,23,40,43,76,32,64,30,33,27,60,100,27,0,42,26,92,29,78,16,47,0,24,28,32,30,0,69,0,21,21,71,0,30,30,63,35,0
1/18/2017,11,73,18,20,7,17,19,53,26,10,21,30,29,8,17,16,20,21,15,70,18,10,4,7,21,0,0,23,21,100,13,42,19,26,67,16,0,13,8,36,31,0,16,10,43,0,11,12,35,12,0
1/19/2017,21,72,32,19,9,7,22,100,26,13,14,30,0,8,7,0,15,48,22,0,14,12,8,7,21,11,0,22,41,68,9,28,21,30,0,6,0,0,14,0,35,0,27,10,28,0,13,5,69,12,0
1/20/2017,58,0,34,0,15,19,20,0,24,14,12,53,52,15,20,30,28,44,0,66,26,27,18,21,58,27,100,40,24,61,16,0,32,25,0,7,27,0,19,0,18,0,24,10,26,0,20,19,63,23,0
1/21/2017,32,0,14,0,7,11,18,0,20,12,20,0,0,11,34,25,24,18,23,0,14,10,14,0,32,57,0,0,0,49,15,0,35,8,0,6,45,14,15,0,15,100,24,10,22,0,13,12,0,19,0
1/22/2017,38,0,35,36,11,38,40,0,71,15,22,0,53,22,26,0,0,36,42,0,37,23,14,14,58,53,0,41,25,0,23,100,46,41,0,26,27,0,20,0,27,0,25,22,95,0,16,19,0,15,0
1/23/2017,17,0,16,21,9,11,23,54,23,14,16,49,31,12,15,33,16,30,24,36,10,13,4,23,34,15,56,23,22,34,10,29,13,27,69,15,0,10,19,0,21,64,19,13,45,0,14,6,36,17,100
1/24/2017,22,0,20,20,6,14,22,54,13,15,29,0,30,13,7,16,31,19,36,36,18,5,18,15,33,7,0,0,29,34,13,28,14,35,0,10,0,0,11,36,0,0,28,10,58,0,5,11,36,41,100
1/25/2017,30,0,23,41,14,10,0,0,17,16,29,85,0,11,10,22,21,42,23,50,24,34,13,41,29,15,75,30,20,47,6,38,20,45,0,16,0,0,31,96,55,85,9,13,68,100,6,11,47,11,0
1/26/2017,11,0,22,20,8,7,11,0,13,7,20,47,0,11,7,16,0,31,19,73,10,16,4,8,22,11,0,22,22,34,7,56,11,18,0,9,0,9,10,72,20,65,23,9,24,0,9,11,35,17,100
1/27/2017,15,0,16,30,6,16,22,0,0,11,16,31,0,11,10,33,16,32,29,73,14,7,8,8,22,29,54,43,14,33,12,28,8,19,0,10,15,9,9,35,20,66,16,6,24,0,15,5,0,27,100
1/28/2017,20,0,24,39,12,27,35,95,26,9,15,0,58,10,21,30,30,86,22,0,22,25,7,24,41,27,100,40,25,58,16,51,14,27,0,15,55,33,10,0,29,0,21,6,54,0,14,10,61,30,0
1/29/2017,16,0,29,74,13,26,22,0,20,10,26,45,0,17,18,23,23,35,17,52,17,14,8,23,32,11,0,32,0,47,11,41,17,25,0,15,43,13,13,51,30,0,16,6,54,100,13,16,48,24,0
1/30/2017,0,0,23,55,14,40,23,0,18,11,30,0,0,16,10,33,0,42,16,0,29,17,8,21,30,25,75,46,30,46,21,39,36,42,0,8,21,0,12,0,14,91,19,13,30,100,9,8,0,11,0
1/31/2017,0,0,15,89,14,10,33,0,0,18,29,0,45,21,32,36,34,55,17,0,10,11,23,22,32,22,0,49,21,0,7,42,37,45,100,12,33,14,15,52,15,0,26,17,63,0,14,16,51,30,0
2/1/2017,15,0,31,26,15,46,15,0,0,20,19,43,54,18,10,21,20,25,16,0,32,24,12,20,39,16,0,44,19,0,27,0,27,43,88,21,20,12,26,47,13,0,18,15,51,100,14,15,47,33,0
2/2/2017,21,0,13,19,7,20,64,0,27,10,17,30,28,9,7,15,15,16,11,35,20,15,11,11,21,14,0,21,21,0,9,27,14,16,63,9,14,0,12,100,10,0,15,10,36,70,16,16,33,15,0
2/3/2017,20,0,12,73,12,21,20,91,51,19,25,55,52,13,13,29,39,54,0,65,13,26,9,23,79,65,97,0,0,0,12,100,23,19,0,18,26,16,14,95,18,0,36,11,50,0,28,9,0,44,0
2/4/2017,0,0,19,41,10,14,34,100,29,16,16,59,58,20,19,33,64,47,23,70,19,19,10,31,44,15,0,43,0,0,0,55,26,32,0,8,29,0,24,70,20,0,13,8,85,0,9,20,0,22,0
2/5/2017,13,0,13,48,9,0,20,0,17,10,11,36,0,11,22,19,0,28,14,41,12,8,0,12,26,13,0,25,17,0,16,100,14,13,0,20,0,10,17,62,18,0,16,7,17,0,9,6,0,33,0
2/6/2017,15,0,19,27,12,15,16,72,20,11,30,0,83,11,14,22,22,34,16,47,26,24,13,21,60,30,0,30,21,0,17,99,18,28,0,20,0,13,19,49,28,89,29,20,30,100,21,15,0,30,0
2/7/2017,15,77,25,0,10,7,28,54,15,8,18,0,31,8,11,17,0,19,12,36,17,12,16,18,0,35,0,45,15,34,14,100,8,28,0,12,15,22,12,36,21,0,23,12,59,76,13,17,0,11,0
2/8/2017,26,0,16,0,9,12,41,0,26,8,17,0,0,15,26,0,0,0,21,0,8,8,7,18,0,17,64,52,17,40,21,100,6,33,0,23,0,11,16,43,18,0,20,8,17,0,21,23,41,34,0
2/9/2017,11,0,11,0,8,15,12,50,29,7,8,48,0,9,10,25,17,34,24,72,7,14,10,8,22,7,0,23,30,51,9,29,5,18,0,12,0,10,8,38,21,0,17,2,15,0,5,6,35,25,100
2/10/2017,0,0,11,0,6,7,23,0,13,3,8,0,29,6,8,0,33,12,12,0,16,9,6,8,0,0,0,0,21,0,7,28,6,23,68,4,15,9,12,36,14,0,21,6,23,0,11,16,0,12,100
2/11/2017,11,0,16,0,5,7,11,0,0,10,17,0,31,4,15,17,17,24,12,35,17,11,7,10,0,8,54,22,0,0,7,28,9,13,0,4,15,0,7,33,11,0,14,8,15,0,5,5,0,11,100
2/12/2017,0,0,21,0,8,0,17,0,44,16,34,51,100,7,18,26,26,20,19,57,44,7,24,25,0,18,0,54,23,0,17,0,18,27,0,19,24,15,11,53,25,0,17,9,24,0,7,9,0,20,0
2/13/2017,21,0,12,75,17,33,42,0,0,19,23,0,0,16,28,60,45,23,44,0,26,17,24,28,40,20,0,62,28,0,8,0,16,30,0,26,28,18,10,64,39,0,46,23,83,0,17,32,100,31,0
2/14/2017,0,0,27,0,11,18,17,0,30,14,32,48,47,13,23,25,25,26,18,55,14,14,15,35,0,19,0,69,23,52,32,0,16,31,0,16,23,15,14,0,63,100,32,23,45,0,14,22,55,37,0
2/15/2017,24,100,32,0,8,14,0,67,17,16,32,41,0,18,15,43,22,55,31,0,33,9,14,30,28,24,0,0,20,45,18,38,18,32,0,14,20,16,17,47,26,0,31,14,39,0,14,15,0,25,0
2/16/2017,40,0,43,43,18,16,38,0,29,24,43,0,66,29,22,72,36,27,0,81,30,17,28,50,93,27,0,100,42,74,34,82,23,55,0,29,0,40,20,76,58,0,46,26,94,0,25,18,0,53,0
2/17/2017,15,0,13,0,9,10,22,0,18,8,22,42,42,15,18,24,23,17,16,52,10,10,18,16,91,14,0,32,19,0,9,77,5,34,0,14,20,13,6,50,14,100,19,12,39,0,19,15,49,16,0
2/18/2017,41,0,17,80,8,26,43,0,48,8,19,0,0,11,22,62,31,33,21,68,27,18,24,22,0,14,100,42,24,0,17,75,16,19,0,15,27,16,15,65,19,0,16,9,26,0,17,29,0,16,0
2/19/2017,17,74,13,21,7,7,11,0,0,10,11,0,0,12,15,0,16,18,34,0,12,10,7,15,43,11,53,22,14,30,9,28,8,13,69,9,0,18,9,36,24,0,27,5,15,0,8,8,0,19,100
2/20/2017,22,0,20,0,23,29,0,100,28,41,28,0,0,35,15,31,0,72,34,0,49,39,13,38,85,22,0,87,58,63,22,0,13,44,0,12,43,18,21,0,60,0,48,22,58,0,23,22,69,63,0
2/21/2017,29,100,18,26,13,10,38,0,18,16,20,0,0,14,20,22,22,59,25,0,25,19,8,20,84,16,0,90,19,44,18,38,10,31,89,11,40,19,20,0,27,86,34,12,38,0,16,11,48,38,0
2/22/2017,0,0,21,0,13,11,17,0,21,15,33,0,0,4,12,0,49,19,55,0,32,26,21,12,33,46,0,34,68,0,14,89,14,34,0,19,23,30,30,57,47,100,16,27,44,0,29,31,0,25,0
2/23/2017,20,0,33,0,18,13,21,0,25,19,22,0,0,14,28,29,0,34,22,0,39,9,25,21,40,34,100,40,27,0,22,0,15,28,0,10,28,0,23,70,56,0,21,15,61,0,32,18,67,55,0
2/24/2017,26,0,23,48,15,32,27,0,0,23,12,0,70,16,17,37,36,42,0,0,42,11,20,18,52,35,0,0,0,0,10,65,11,38,0,14,35,0,33,0,48,0,16,22,100,0,38,26,0,28,0
2/25/2017,0,100,23,43,5,28,15,0,0,9,14,0,0,15,20,22,21,54,17,48,12,0,9,0,0,10,71,29,19,43,6,0,14,22,0,9,0,12,7,0,14,0,9,6,39,0,6,0,46,16,0
2/26/2017,93,0,49,0,21,19,30,0,0,24,62,87,84,21,21,60,44,67,36,100,38,34,19,64,0,21,0,60,60,93,29,78,44,56,0,29,0,0,23,96,28,0,32,12,99,0,37,15,0,44,0
2/27/2017,18,0,21,0,12,26,35,0,33,15,30,51,48,11,20,26,33,58,22,0,33,37,19,24,70,16,84,0,24,58,18,45,21,30,0,21,23,20,22,0,16,100,55,10,38,0,15,13,0,39,0
2/28/2017,30,0,18,0,22,14,23,0,38,22,41,0,0,10,10,22,0,25,18,0,19,33,22,21,0,20,73,30,21,50,21,76,8,28,0,16,0,13,21,48,0,0,55,14,100,0,16,19,0,39,0
3/1/2017,35,0,27,0,23,15,27,0,44,22,45,100,50,14,16,78,0,46,49,0,33,31,22,25,35,28,88,0,25,0,16,92,13,30,0,30,24,31,21,57,22,0,41,15,39,0,30,15,58,35,0
3/2/2017,38,0,27,35,13,18,0,88,24,25,36,53,53,11,13,28,0,49,21,0,30,38,18,18,0,22,0,39,34,62,12,83,11,37,0,30,26,17,24,0,35,0,45,19,100,0,16,13,62,19,0
3/3/2017,21,0,17,0,13,14,21,0,0,17,17,58,57,8,14,31,30,68,22,0,17,24,20,24,43,14,0,64,54,0,32,53,9,28,0,27,0,0,9,100,19,0,40,10,27,0,17,20,67,16,0
3/4/2017,16,100,13,0,5,10,15,0,19,5,12,0,0,6,0,0,0,32,0,95,14,20,6,16,31,21,0,0,38,44,12,0,16,8,0,8,41,0,7,0,14,97,10,11,20,0,12,14,48,23,0
3/5/2017,33,0,24,29,10,25,22,0,21,12,20,0,43,14,11,24,0,51,33,51,15,14,13,15,47,36,77,66,0,0,6,41,28,25,0,13,21,0,19,52,22,100,34,18,42,0,13,24,53,35,0
3/6/2017,17,79,14,20,13,11,35,0,25,11,14,0,0,15,13,17,0,31,12,38,7,13,5,13,34,26,55,24,16,0,11,0,24,27,69,7,23,10,12,50,25,0,37,14,40,78,13,12,38,23,100
3/7/2017,17,0,21,20,13,14,11,53,29,18,19,0,31,15,10,16,16,29,12,38,19,10,11,16,22,15,0,47,35,52,13,49,26,21,67,8,15,15,12,37,21,0,17,12,44,75,20,17,0,33,100
3/8/2017,20,0,35,35,19,37,19,0,24,21,39,0,0,12,26,28,28,66,20,0,54,44,27,20,38,65,0,40,39,0,26,100,32,50,0,25,26,17,41,61,27,0,25,22,51,0,30,34,66,36,0
3/9/2017,15,100,30,0,15,22,15,0,27,13,22,84,0,17,17,44,22,56,24,49,28,16,18,15,45,20,0,31,60,0,14,39,24,18,0,20,41,13,19,46,14,91,26,21,46,97,17,7,0,16,0
3/10/2017,0,0,19,28,10,15,16,70,38,18,15,0,44,13,21,36,0,17,24,51,20,14,15,27,31,11,0,31,40,47,20,0,21,19,0,13,63,14,16,0,22,0,15,10,28,100,20,10,49,0,0
3/11/2017,30,100,15,0,10,9,23,66,19,12,9,0,43,5,20,30,0,16,23,0,19,10,6,15,30,10,73,29,19,85,20,37,15,12,0,11,59,13,11,0,22,0,21,4,20,0,18,7,0,11,0
3/12/2017,29,100,27,0,13,0,15,0,25,12,10,41,61,14,10,44,21,37,15,0,32,17,7,13,77,20,0,58,0,0,11,73,20,26,0,19,20,13,12,0,17,0,30,12,71,0,18,14,45,21,0
3/13/2017,0,0,17,18,8,14,23,48,29,12,23,30,0,14,15,17,0,48,11,35,35,15,4,30,59,18,0,21,42,0,8,42,14,21,0,15,16,18,14,0,0,0,55,12,42,0,21,13,33,19,100
3/14/2017,8,0,17,0,6,10,8,0,14,8,17,22,0,5,5,13,23,18,28,0,11,15,6,13,35,11,0,24,10,25,7,31,6,26,100,9,0,13,11,0,7,0,17,6,28,54,15,8,24,23,0
3/15/2017,30,100,9,25,13,18,15,0,18,14,16,0,39,15,20,0,43,16,22,0,17,22,17,10,97,10,0,0,19,69,20,37,12,36,0,26,21,18,16,0,50,0,32,16,66,100,23,14,89,21,0
3/16/2017,25,0,15,26,12,19,15,67,36,8,20,41,40,25,17,23,34,16,15,0,27,20,22,10,0,26,0,30,19,93,11,0,9,28,95,7,21,18,12,0,13,0,31,15,48,100,24,17,69,21,0
3/17/2017,31,0,13,0,9,10,15,68,36,10,14,0,0,17,20,36,0,40,0,0,9,13,11,0,0,11,0,45,0,0,11,0,10,26,0,5,21,12,23,0,27,91,19,11,49,100,24,14,0,22,0
3/18/2017,47,0,33,0,11,29,22,100,28,14,14,0,0,19,15,0,0,23,24,0,29,15,12,16,47,16,0,0,0,0,17,0,17,20,0,8,30,27,17,0,31,0,14,9,46,0,18,32,68,33,0
3/19/2017,16,0,14,0,9,10,16,0,19,17,25,47,44,5,18,24,25,17,17,0,23,14,12,15,32,17,78,0,0,0,18,0,20,26,0,13,43,20,14,100,14,0,24,15,21,0,6,8,0,35,0
3/20/2017,16,0,13,23,9,7,10,0,13,13,20,63,0,8,18,23,0,29,22,0,23,18,10,25,0,14,0,0,14,0,8,0,15,19,0,9,28,9,10,0,9,0,24,10,34,0,17,0,100,24,0
3/21/2017,41,0,32,0,17,13,20,0,24,13,31,58,55,14,23,43,31,60,84,0,21,29,21,45,0,18,100,0,0,61,20,55,22,53,0,19,44,0,18,0,54,0,26,20,42,0,22,10,64,40,0
3/22/2017,65,0,19,35,12,10,24,0,19,16,20,0,0,10,22,68,50,62,0,0,20,14,12,32,31,27,0,0,41,0,9,42,13,20,95,11,41,0,12,0,29,0,30,15,50,100,20,8,51,18,0
3/23/2017,52,0,43,43,17,19,31,0,32,18,25,58,0,19,28,43,31,38,31,0,42,12,12,22,40,28,0,40,26,0,16,80,17,37,0,7,26,27,12,0,74,0,43,21,43,0,20,25,100,25,0
3/24/2017,21,0,17,0,6,10,18,51,13,10,11,30,0,14,11,15,16,23,11,0,14,10,6,11,21,18,0,0,13,0,8,0,7,12,0,8,0,9,11,0,13,63,13,10,23,69,12,10,36,16,100
3/25/2017,22,0,10,0,5,14,11,0,20,4,18,0,30,10,17,15,0,11,11,0,12,10,5,15,0,22,55,0,13,0,8,56,9,11,0,8,14,18,9,0,20,0,20,5,35,0,9,5,0,12,100
3/26/2017,16,0,29,30,13,11,15,75,20,7,22,0,0,17,17,23,24,17,17,0,25,28,15,11,31,33,0,31,20,90,18,80,13,17,0,14,0,28,22,51,14,0,30,8,52,100,13,8,51,18,0
3/27/2017,24,100,18,27,16,0,44,72,37,17,37,0,45,4,27,0,0,33,0,0,14,27,9,32,30,21,0,31,60,0,14,0,22,25,0,8,0,0,19,48,34,0,19,16,48,0,22,15,49,11,0
3/28/2017,11,71,13,19,9,11,21,0,26,16,12,31,32,13,13,15,16,28,11,0,9,14,11,20,35,14,0,0,14,0,8,41,13,21,0,13,14,10,11,34,15,63,18,13,28,0,6,8,35,16,100
3/29/2017,9,0,5,14,9,11,8,40,20,8,9,0,48,8,0,12,12,28,21,0,10,13,3,14,15,5,0,0,21,0,6,42,6,19,100,6,0,8,12,26,22,48,10,12,32,54,5,4,53,6,80
3/30/2017,16,0,14,0,12,10,47,74,27,11,16,0,0,4,11,22,23,17,16,50,24,24,12,10,90,10,0,0,19,0,6,39,11,17,0,17,0,0,19,0,21,92,29,17,98,100,19,24,0,23,0
3/31/2017,34,0,19,31,7,20,16,0,0,12,19,0,0,8,12,23,72,35,18,51,20,16,10,19,32,11,0,0,20,89,12,0,6,16,0,12,42,0,13,50,15,100,25,9,61,0,24,8,51,24,0
4/1/2017,16,0,20,0,4,9,23,70,0,8,13,0,44,13,11,23,23,17,16,0,16,14,15,22,0,16,0,0,18,42,10,38,10,13,0,9,0,0,17,48,14,100,24,8,46,98,8,10,47,12,0
4/2/2017,17,0,15,0,5,21,34,79,0,12,8,49,0,22,18,24,25,100,35,0,27,8,14,35,0,28,0,0,43,50,20,64,10,15,0,18,22,0,13,55,15,0,26,13,67,0,17,26,0,18,0
4/3/2017,29,0,23,0,12,23,29,0,18,19,16,0,0,11,31,42,21,54,15,0,19,15,25,30,58,26,0,29,19,44,12,37,13,28,0,20,19,13,9,48,13,86,23,22,81,100,12,11,0,36,0
4/4/2017,15,0,44,28,13,10,52,0,47,11,25,44,43,10,22,55,22,31,25,0,19,36,10,11,31,20,0,46,30,92,18,0,14,31,0,26,30,27,16,49,41,0,19,15,63,100,19,16,0,19,0
4/5/2017,10,0,13,0,12,14,16,0,13,12,24,30,30,13,18,15,0,13,11,0,10,23,15,15,21,21,0,0,14,32,13,28,20,19,0,23,0,14,13,0,9,0,13,12,0,0,9,6,0,27,100
4/6/2017,18,0,22,0,23,18,27,82,0,13,18,0,100,19,19,0,0,32,20,0,22,28,15,19,37,13,0,36,46,0,18,95,24,52,0,26,0,24,17,0,16,0,50,19,37,0,30,9,0,27,0
4/7/2017,31,0,23,39,9,32,31,0,0,15,15,54,0,7,36,31,62,23,23,0,22,18,16,21,0,0,100,55,40,59,20,78,25,30,0,22,28,17,13,0,28,0,38,17,91,0,13,10,0,31,0
4/8/2017,17,0,24,0,6,10,0,0,20,9,13,41,0,4,0,26,24,46,0,0,28,21,13,11,67,11,0,49,28,0,9,40,19,12,0,9,21,13,7,0,15,100,10,9,40,0,14,15,0,12,0
4/9/2017,19,0,27,34,10,11,0,0,46,7,9,100,0,10,25,0,40,32,20,0,30,33,7,24,0,38,0,0,0,0,15,47,25,25,0,21,0,16,18,61,18,0,59,13,72,0,12,14,0,14,0
4/10/2017,21,0,16,36,9,11,23,0,13,13,13,29,0,8,14,29,22,42,17,34,20,16,9,11,20,9,0,0,29,32,14,44,16,21,0,6,21,9,12,34,10,59,24,6,100,70,14,9,36,10,0
4/11/2017,15,0,27,27,12,26,17,0,18,12,16,41,42,12,30,21,43,56,16,0,23,18,18,20,44,13,74,0,31,46,14,39,14,23,91,9,20,0,23,49,15,0,31,15,92,100,13,15,52,19,0
4/12/2017,33,0,19,0,13,26,26,0,39,21,15,89,0,10,11,0,35,47,27,53,21,21,19,11,49,34,0,32,22,48,16,0,17,34,100,18,22,27,13,0,16,0,36,21,95,0,14,8,86,12,0
4/13/2017,10,0,11,17,6,12,15,45,11,6,17,0,25,5,13,14,0,33,11,0,16,9,9,9,20,13,0,0,0,28,8,0,4,13,0,12,0,8,5,0,9,0,21,9,18,0,8,18,100,7,0
4/14/2017,29,0,8,0,7,12,15,68,22,8,14,0,39,4,10,0,21,33,17,0,9,7,14,0,30,10,0,28,0,43,15,0,7,9,0,13,29,12,11,0,41,0,18,6,43,0,12,11,100,29,0
4/15/2017,0,0,15,40,9,13,21,0,36,15,12,52,0,10,28,0,0,31,0,69,27,14,19,14,42,14,0,41,0,0,8,51,8,20,0,15,27,0,10,0,19,0,13,7,81,0,21,19,100,23,0
4/16/2017,11,0,13,0,7,11,21,0,13,11,14,0,0,5,18,0,16,24,12,0,10,15,12,7,22,7,0,22,13,32,4,27,11,13,0,12,28,9,4,0,10,68,17,9,53,0,13,7,0,8,100
4/17/2017,14,0,25,0,9,13,14,0,17,22,30,0,37,5,14,0,0,38,31,0,26,6,11,19,0,24,68,56,18,0,8,70,12,25,83,18,18,12,13,0,12,84,25,14,100,0,20,14,46,36,0
4/18/2017,0,0,44,0,16,18,18,92,0,29,41,0,100,14,34,0,0,77,0,67,24,17,22,29,0,39,0,36,71,0,22,48,15,57,0,14,0,31,23,64,16,0,27,19,36,0,30,25,0,41,0
4/19/2017,14,0,33,25,15,18,21,0,16,12,29,39,0,7,19,29,20,24,16,100,0,29,27,9,28,10,0,41,0,0,14,71,10,33,0,15,0,23,17,48,31,0,26,21,80,0,6,14,46,25,0
4/20/2017,22,0,32,52,10,9,38,71,17,9,12,0,40,11,19,21,21,17,17,0,19,15,19,19,39,10,0,29,28,44,19,38,11,18,0,5,38,0,8,0,20,0,42,16,95,0,18,7,100,32,0
